1362408665907	01-03-2013	8056148	86	52	1201	32162	4-3-2013	0	null	0	0	kimenka
1362495176861	01-03-2013	8056148	89	91	1201	79360	4-3-2013	1	teen	1	1	kimenka
1362581654783	01-03-2013	8056148	89	93	1201	82667	4-3-2013	2	teen	1	3	kimenka
1362668361863	01-03-2013	8056148	89	94	1201	85735	4-3-2013	3	teen	1	3	kimenka
1362754680167	01-03-2013	8056148	89	97	1201	87569	4-3-2013	4	teen	1	3	kimenka
1362841076933	01-03-2013	8056148	89	98	1201	89070	4-3-2013	5	teen	1	3	kimenka
1362927498903	01-03-2013	8056148	88	103	1201	90400	4-3-2013	6	teen	1	3	kimenka
1363014014837	01-03-2013	8056148	88	103	1201	91612	4-3-2013	7	teen	1	3	kimenka
1363100386229	01-03-2013	8056148	88	104	1201	92819	4-3-2013	8	teen	1	3	kimenka
1363186805103	01-03-2013	8056148	88	104	1201	93447	4-3-2013	9	teen	1	3	kimenka
1363273216543	01-03-2013	8056148	88	104	1201	93998	4-3-2013	10	teen	1	3	kimenka
1363359643192	01-03-2013	8056148	87	105	1201	94500	4-3-2013	11	teen	1	3	kimenka
1363445996665	01-03-2013	8056148	87	105	1201	94942	4-3-2013	12	teen	1	3	kimenka
1363532351970	01-03-2013	8056148	87	105	1201	95348	4-3-2013	13	teen	1	3	kimenka
1363618759875	01-03-2013	8056148	86	106	1201	95718	4-3-2013	14	teen	1	3	kimenka
1363705071691	01-03-2013	8056148	87	107	1201	96072	4-3-2013	15	teen	1	3	kimenka
1363791677946	01-03-2013	8056148	87	107	1201	96402	4-3-2013	16	teen	1	3	kimenka
1363877742740	01-03-2013	8056148	87	107	1201	96715	4-3-2013	17	teen	1	3	kimenka
1363964235480	01-03-2013	8056148	87	107	1201	96998	4-3-2013	18	teen	1	3	kimenka
1364050475967	01-03-2013	8056148	87	107	1201	97270	4-3-2013	19	teen	1	3	kimenka
1364136943490	01-03-2013	8056148	87	107	1201	97559	4-3-2013	20	teen	1	3	kimenka
1364223511925	01-03-2013	8056148	87	107	1201	98239	4-3-2013	21	teen	1	3	kimenka
1364309898269	01-03-2013	8056148	87	107	1201	98604	4-3-2013	22	teen	1	3	kimenka
1364396357318	01-03-2013	8056148	87	107	1201	98876	4-3-2013	23	teen	1	3	kimenka
1364482433749	01-03-2013	8056148	87	108	1201	99172	4-3-2013	24	teen	1	3	null
1364569086563	01-03-2013	8056148	87	108	1201	99444	4-3-2013	25	teen	1	3	null
