1362322156523	01-03-2013	7775469	59	29	1168	2686	2-3-2013	1	null	0	0	34532525
1362408637493	01-03-2013	7775469	59	31	1168	3358	2-3-2013	2	null	0	0	34532525
1362495125140	01-03-2013	7775469	58	32	1168	3654	2-3-2013	3	null	0	0	34532525
1362581592866	01-03-2013	7775469	58	32	1168	3782	2-3-2013	4	null	0	0	34532525
1362668281696	01-03-2013	7775469	58	32	1168	3854	2-3-2013	5	null	0	0	34532525
1362754562431	01-03-2013	7775469	58	32	1168	3902	2-3-2013	6	null	0	0	34532525
1362840973358	01-03-2013	7775469	58	32	1168	3938	2-3-2013	7	null	0	0	34532525
1362927407536	01-03-2013	7775469	58	32	1168	3971	2-3-2013	8	null	0	0	34532525
1363013919350	01-03-2013	7775469	58	32	1168	4003	2-3-2013	9	null	0	0	34532525
1363100197074	01-03-2013	7775469	58	32	1168	4031	2-3-2013	10	null	0	0	34532525
1363186728482	01-03-2013	7775469	58	32	1168	4048	2-3-2013	11	null	0	0	34532525
1363273062065	01-03-2013	7775469	58	32	1168	4061	2-3-2013	12	null	0	0	34532525
1363359505119	01-03-2013	7775469	58	32	1168	4071	2-3-2013	13	null	0	0	34532525
1363445879800	01-03-2013	7775469	58	32	1168	4079	2-3-2013	14	null	0	0	34532525
1363532251850	01-03-2013	7775469	58	32	1168	4089	2-3-2013	15	null	0	0	34532525
1363618653397	01-03-2013	7775469	58	32	1168	4101	2-3-2013	16	null	0	0	34532525
1363704995140	01-03-2013	7775469	58	32	1168	4112	2-3-2013	17	null	0	0	34532525
1363791563504	01-03-2013	7775469	58	32	1168	4123	2-3-2013	18	null	0	0	34532525
1363877692533	01-03-2013	7775469	58	32	1168	4128	2-3-2013	19	null	0	0	34532525
1363964154972	01-03-2013	7775469	58	32	1168	4136	2-3-2013	20	null	0	0	34532525
1364050421224	01-03-2013	7775469	58	32	1168	4147	2-3-2013	21	null	0	0	34532525
1364136883759	01-03-2013	7775469	58	32	1168	4159	2-3-2013	22	null	0	0	34532525
1364223447692	01-03-2013	7775469	58	32	1168	4169	2-3-2013	23	null	0	0	34532525
1364309823529	01-03-2013	7775469	58	32	1168	4181	2-3-2013	24	null	0	0	34532525
1364396248475	01-03-2013	7775469	58	32	1168	4190	2-3-2013	25	null	0	0	34532525
1364482393298	01-03-2013	7775469	58	32	1168	4202	2-3-2013	26	null	0	0	null
1364568978557	01-03-2013	7775469	58	32	1168	4213	2-3-2013	27	null	0	0	null
1364655239552	01-03-2013	7775469	58	32	1168	4223	2-3-2013	28	null	0	0	null
1364741654607	01-03-2013	7775469	58	32	1168	4234	2-3-2013	29	null	0	0	null
1364828122402	01-03-2013	7775469	58	32	1168	4244	2-3-2013	30	null	0	0	null
1364914751837	01-03-2013	7775469	58	32	1168	4253	2-3-2013	31	null	0	0	null
1365001039174	01-03-2013	7775469	58	32	1168	4263	2-3-2013	32	null	0	0	null
1365087389006	01-03-2013	7775469	58	32	1168	4270	2-3-2013	33	null	0	0	null
1365174116642	01-03-2013	7775469	58	32	1168	4279	2-3-2013	34	null	0	0	null
1365262031108	01-03-2013	7775469	58	32	1168	4296	2-3-2013	35	null	0	0	null
1365346983130	01-03-2013	7775469	58	32	1168	4303	2-3-2013	36	null	0	0	null
1365433082101	01-03-2013	7775469	58	32	1168	4316	2-3-2013	37	null	0	0	null
1365519710515	01-03-2013	7775469	58	32	1168	4325	2-3-2013	38	null	0	0	null
1365605871989	01-03-2013	7775469	58	32	1168	4335	2-3-2013	39	null	0	0	null
1365692306101	01-03-2013	7775469	58	32	1168	4341	2-3-2013	40	null	0	0	null
1365778859818	01-03-2013	7775469	58	32	1168	4353	2-3-2013	41	null	0	0	null
1365865088209	01-03-2013	7775469	58	32	1168	4365	2-3-2013	42	null	0	0	null
1365951465598	01-03-2013	7775469	58	32	1168	4378	2-3-2013	43	null	0	0	null
1366038039787	01-03-2013	7775469	58	32	1168	4385	2-3-2013	44	null	0	0	null
1366124223565	01-03-2013	7775469	58	32	1168	4394	2-3-2013	45	null	0	0	null
1366210625369	01-03-2013	7775469	58	32	1168	4402	2-3-2013	46	null	0	0	null
1366297015526	01-03-2013	7775469	58	32	1168	4410	2-3-2013	47	null	0	0	null
1366383487999	01-03-2013	7775469	58	32	1168	4415	2-3-2013	48	null	0	0	null
1366469844135	01-03-2013	7775469	58	32	1168	4424	2-3-2013	49	null	0	0	null
1366556295944	01-03-2013	7775469	58	32	1168	4428	2-3-2013	50	null	0	0	null
1366642659672	01-03-2013	7775469	58	32	1168	4435	2-3-2013	51	null	0	0	null
1366729110212	01-03-2013	7775469	58	32	1168	4442	2-3-2013	52	null	0	0	null
1366815511463	01-03-2013	7775469	58	32	1168	4530	2-3-2013	53	null	0	0	null
1366901885159	01-03-2013	7775469	58	32	1168	4724	2-3-2013	54	null	0	0	null
1366988606953	01-03-2013	7775469	58	32	1168	4874	2-3-2013	55	null	0	0	null
1367074856448	01-03-2013	7775469	58	32	1168	5016	2-3-2013	56	null	0	0	null
1367161281697	01-03-2013	7775469	58	32	1168	5142	2-3-2013	57	null	0	0	null
1367247560530	01-03-2013	7775469	58	32	1168	5261	2-3-2013	58	null	0	0	null
1367334205457	01-03-2013	7775469	58	32	1168	5382	2-3-2013	59	null	0	0	null
1367506957596	01-03-2013	7775469	58	32	1168	5621	2-3-2013	61	null	0	0	null
1367593204529	01-03-2013	7775469	58	32	1168	5738	2-3-2013	62	null	0	0	null
