1362668858942	01-03-2013	716955	80	45	794	11986	6-3-2013	1	null	0	0	hostprost
1362755397377	01-03-2013	716955	78	52	794	13201	6-3-2013	2	null	0	0	hostprost
1362928337572	01-03-2013	716955	78	54	794	13869	6-3-2013	4	null	0	0	hostprost
1363014801274	01-03-2013	716955	78	55	794	14054	6-3-2013	5	null	0	0	hostprost
1363101047067	01-03-2013	716955	78	55	794	14248	6-3-2013	6	null	0	0	hostprost
1363187510325	01-03-2013	716955	78	55	794	14373	6-3-2013	7	null	0	0	hostprost
1363273832075	01-03-2013	716955	78	55	794	14492	6-3-2013	8	null	0	0	hostprost
1363360441968	01-03-2013	716955	78	55	794	14625	6-3-2013	9	null	0	0	hostprost
1363446793856	01-03-2013	716955	78	55	794	14808	6-3-2013	10	null	0	0	hostprost
1363533236148	01-03-2013	716955	78	55	794	14927	6-3-2013	11	null	0	0	hostprost
1363619514229	01-03-2013	716955	78	55	794	15068	6-3-2013	12	null	0	0	hostprost
1363705625091	01-03-2013	716955	78	55	794	15156	6-3-2013	13	null	0	0	hostprost
1363792264937	01-03-2013	716955	78	55	794	15285	6-3-2013	14	null	0	0	hostprost
1363878136817	01-03-2013	716955	78	55	794	15361	6-3-2013	15	null	0	0	hostprost
1363964794350	01-03-2013	716955	78	55	794	15460	6-3-2013	16	null	0	0	hostprost
1364050925304	01-03-2013	716955	78	55	794	15624	6-3-2013	17	null	0	0	hostprost
1364137390492	01-03-2013	716955	78	55	794	15722	6-3-2013	18	null	0	0	hostprost
1364224075721	01-03-2013	716955	78	55	794	15804	6-3-2013	19	null	0	0	hostprost
1364310442869	01-03-2013	716955	78	55	794	15840	6-3-2013	20	null	0	0	hostprost
1364396945518	01-03-2013	716955	78	55	794	15862	6-3-2013	21	null	0	0	hostprost
1364482757970	01-03-2013	716955	78	55	794	15906	6-3-2013	22	null	0	0	null
1364569649255	01-03-2013	716955	78	55	794	15951	6-3-2013	23	null	0	0	null
1364655634343	01-03-2013	716955	78	55	794	15998	6-3-2013	24	null	0	0	null
1364742305601	01-03-2013	716955	78	55	794	16039	6-3-2013	25	null	0	0	null
1364828617095	01-03-2013	716955	78	55	794	16068	6-3-2013	26	null	0	0	null
1364915432842	01-03-2013	716955	78	55	794	16106	6-3-2013	27	null	0	0	null
1365001588097	01-03-2013	716955	79	56	794	16132	6-3-2013	28	null	0	0	null
1365087991049	01-03-2013	716955	79	56	794	16173	6-3-2013	29	null	0	0	null
1365175103520	01-03-2013	716955	79	56	794	16207	6-3-2013	30	null	0	0	null
1365262971480	01-03-2013	716955	79	56	794	16231	6-3-2013	31	null	0	0	null
1365347963940	01-03-2013	716955	79	56	794	16264	6-3-2013	32	null	0	0	null
1365433772820	01-03-2013	716955	79	56	794	16316	6-3-2013	33	null	0	0	null
1365520689592	01-03-2013	716955	79	56	794	16446	6-3-2013	34	null	0	0	null
1365606319355	01-03-2013	716955	79	56	794	16583	6-3-2013	35	null	0	0	null
1365693067117	01-03-2013	716955	79	57	794	16634	6-3-2013	36	null	0	0	null
1365779494240	01-03-2013	716955	79	57	794	16704	6-3-2013	37	null	0	0	null
1365865613919	01-03-2013	716955	79	57	794	16762	6-3-2013	38	null	0	0	null
1365951947966	01-03-2013	716955	79	57	794	16804	6-3-2013	39	null	0	0	null
1366038772841	01-03-2013	716955	79	58	794	16867	6-3-2013	40	null	0	0	null
1366124705232	01-03-2013	716955	79	58	794	16891	6-3-2013	41	null	0	0	null
1366211001166	01-03-2013	716955	79	58	794	16922	6-3-2013	42	null	0	0	null
1366297375334	01-03-2013	716955	79	58	794	16983	6-3-2013	43	null	0	0	null
1366383924325	01-03-2013	716955	79	58	794	17010	6-3-2013	44	null	0	0	null
1366470170324	01-03-2013	716955	79	58	794	17061	6-3-2013	45	null	0	0	null
1366556643490	01-03-2013	716955	79	58	794	17113	6-3-2013	46	null	0	0	null
1366643060392	01-03-2013	716955	79	58	794	17153	6-3-2013	47	null	0	0	null
1366729523608	01-03-2013	716955	79	58	794	17220	6-3-2013	48	null	0	0	null
1366815886873	01-03-2013	716955	79	58	794	17255	6-3-2013	49	null	0	0	null
1366902256034	01-03-2013	716955	79	58	794	17306	6-3-2013	50	null	0	0	null
1366989274865	01-03-2013	716955	79	58	794	17351	6-3-2013	51	null	0	0	null
1367075422430	01-03-2013	716955	79	58	794	17379	6-3-2013	52	null	0	0	null
1367161862517	01-03-2013	716955	79	58	794	17404	6-3-2013	53	null	0	0	null
1367247960338	01-03-2013	716955	79	58	794	17425	6-3-2013	54	null	0	0	null
1367334767196	01-03-2013	716955	79	58	794	17447	6-3-2013	55	null	0	0	null
1367421395785	01-03-2013	716955	79	58	794	17465	6-3-2013	56	null	0	0	null
1367507551152	01-03-2013	716955	79	58	794	17433	6-3-2013	57	null	0	0	null
1367593559755	01-03-2013	716955	79	58	794	17506	6-3-2013	58	null	0	0	null
