1363015487304	01-03-2013	8111393	83	29	304	21116	11-3-2013	0	blonde	1	1	Wet_and_Puffy
1363101689045	01-03-2013	8111393	82	62	304	39516	11-3-2013	1	blonde	1	2	Wet_and_Puffy
1363188221787	01-03-2013	8111393	80	64	304	42520	11-3-2013	2	blonde	1	2	Wet_and_Puffy
1363274625766	01-03-2013	8111393	80	64	304	44574	11-3-2013	3	blonde	1	2	Wet_and_Puffy
1363361376803	01-03-2013	8111393	79	65	304	45664	11-3-2013	4	blonde	1	2	Wet_and_Puffy
1363447598853	01-03-2013	8111393	79	65	304	46173	11-3-2013	5	blonde	1	3	Wet_and_Puffy
1363534092241	01-03-2013	8111393	79	66	304	46601	11-3-2013	6	blonde	1	3	Wet_and_Puffy
1363620308037	01-03-2013	8111393	79	66	304	47594	11-3-2013	7	blonde	1	3	Wet_and_Puffy
1363706227109	01-03-2013	8111393	79	66	304	47992	11-3-2013	8	blonde	1	3	Wet_and_Puffy
1363878601352	01-03-2013	8111393	79	66	304	48332	11-3-2013	10	blonde	1	3	Wet_and_Puffy
1363965364986	01-03-2013	8111393	79	66	304	48452	11-3-2013	11	blonde	1	3	Wet_and_Puffy
1364051374466	01-03-2013	8111393	79	66	304	48594	11-3-2013	12	blonde	1	3	Wet_and_Puffy
1364137800376	01-03-2013	8111393	79	66	304	48723	11-3-2013	13	blonde	1	3	Wet_and_Puffy
1364224796290	01-03-2013	8111393	79	66	304	54923	11-3-2013	14	blonde	1	3	Wet_and_Puffy
1364311151296	01-03-2013	8111393	80	68	304	62819	11-3-2013	15	blonde	1	3	Wet_and_Puffy
1364397491009	01-03-2013	8111393	80	68	304	64422	11-3-2013	16	blonde	1	3	Wet_and_Puffy
1364483172518	01-03-2013	8111393	80	68	304	65242	11-3-2013	17	blonde	1	3	null
1364570273369	01-03-2013	8111393	80	69	304	65839	11-3-2013	18	blonde	1	3	null
1364656034309	01-03-2013	8111393	80	69	304	66274	11-3-2013	19	blonde	1	3	null
1364742813474	01-03-2013	8111393	80	69	304	66716	11-3-2013	20	blonde	1	3	null
1364829079923	01-03-2013	8111393	80	69	304	67070	11-3-2013	21	blonde	1	3	null
1364916078258	01-03-2013	8111393	80	69	304	67327	11-3-2013	22	blonde	1	3	null
1365002197044	01-03-2013	8111393	80	69	304	67549	11-3-2013	23	blonde	1	3	null
1365088490961	01-03-2013	8111393	80	69	304	67719	11-3-2013	24	blonde	1	3	null
1365176176969	01-03-2013	8111393	80	69	304	67914	11-3-2013	25	blonde	1	3	null
1365263757944	01-03-2013	8111393	80	69	304	68090	11-3-2013	26	blonde	1	3	null
1365349019015	01-03-2013	8111393	80	69	304	68261	11-3-2013	27	blonde	1	3	null
1365434370431	01-03-2013	8111393	80	69	304	68419	11-3-2013	28	blonde	1	3	null
1365521494309	01-03-2013	8111393	80	69	304	68568	11-3-2013	29	blonde	1	3	null
1365606823506	01-03-2013	8111393	80	69	304	68695	11-3-2013	30	blonde	1	3	null
1365693722743	01-03-2013	8111393	80	69	304	68827	11-3-2013	31	blonde	1	3	null
1365780030687	01-03-2013	8111393	80	69	304	68964	11-3-2013	32	blonde	1	3	null
1365866098064	01-03-2013	8111393	81	70	304	69077	11-3-2013	33	blonde	1	3	null
1365952476507	01-03-2013	8111393	81	70	304	69182	11-3-2013	34	blonde	1	3	null
1366039293199	01-03-2013	8111393	81	70	304	69292	11-3-2013	35	blonde	1	3	null
1366125037742	01-03-2013	8111393	81	70	304	69392	11-3-2013	36	blonde	1	3	null
1366211315180	01-03-2013	8111393	81	70	304	69493	11-3-2013	37	blonde	1	3	null
1366297691297	01-03-2013	8111393	81	70	304	69587	11-3-2013	38	blonde	1	3	null
1366384318902	01-03-2013	8111393	81	70	304	69663	11-3-2013	39	blonde	1	3	null
1366470526564	01-03-2013	8111393	81	70	304	69730	11-3-2013	40	blonde	1	3	null
1366557008986	01-03-2013	8111393	81	70	304	69832	11-3-2013	41	blonde	1	3	null
1366643418680	01-03-2013	8111393	81	70	304	69938	11-3-2013	42	blonde	1	3	null
1366729949622	01-03-2013	8111393	81	70	304	70024	11-3-2013	43	blonde	1	3	null
1366816266055	01-03-2013	8111393	81	71	304	70123	11-3-2013	44	blonde	1	3	null
1366902609902	01-03-2013	8111393	81	71	304	70204	11-3-2013	45	blonde	1	3	null
1366990043022	01-03-2013	8111393	81	71	304	70289	11-3-2013	46	blonde	1	3	null
1367075899808	01-03-2013	8111393	81	71	304	70367	11-3-2013	47	blonde	1	3	null
1367162523823	01-03-2013	8111393	81	71	304	70464	11-3-2013	48	blonde	1	3	null
1367248333005	01-03-2013	8111393	81	71	304	70562	11-3-2013	49	blonde	1	3	null
1367335280106	01-03-2013	8111393	81	71	304	70650	11-3-2013	50	blonde	1	3	null
1367421793479	01-03-2013	8111393	81	71	304	70741	11-3-2013	51	blonde	1	3	null
1367508166350	01-03-2013	8111393	81	71	304	70809	11-3-2013	52	blonde	1	3	null
1367593891765	01-03-2013	8111393	81	71	304	70872	11-3-2013	53	blonde	1	3	null
