32b6ecffbe885f8940a8da79384ddb6ad8acb6b8,561,2.987697715289982
1db64c1ad6a634f720ee336c9385bf1adb8eda5c,223,1.1876231559887096
b1bbcd4a4047deee60667e368373cc8c9233a743,1272,6.774245087074612
5fdf6d0a70b90cddb2d146e63e1132c010f6852b,285,1.5178143473398307
f8cf9e2977b6e5b4ecb434eef036c6cd9cc77682,217,1.1556691697289239
5194f977416087ffc029726e6b47ddf0603ad700,286,1.5231400117164615
86e17de44e32aaeaa09d30180f7f0c2408bf2e0d,209,1.1130638547158758
8705925d7a97b3324f93ecad8a7d2370ea0584a7,395,2.103637428769239
2b14d2fe88e953e31a8ba2d472528acdaf9dfbbc,279,1.4858603610800447
NA,4402,23.443574585929593
320d1a474a0dece4a7fac9136406fd6d63d62ec5,466,2.4817595995100388
