1cd2df7d27cec8872d82dc1fcbc0127e57c6ab6d,1
c6d87a0d4bd0b87c318d8f2b47241af703b78f4f,73
7bbcf9ce70d99c2ebcadfe02a53d25ebaba71097,1
4534ae582740a62896df401ef910b73e4df97935,1
9779aa7c578d9079134f5927c3fd2998a5d04bf5,1
cb58957b92c1f138ae5570094d3ce48967853333,1
9d2a828fc4bc88ca20841f202f2aef4693b01eac,1
41419ccc4c6b55f99a4cf5d750fa1a7a01de02d4,1
48583a72405c83f2e8416fc2f1ed72a191a3bcb6,1
861d8743752521e26c42cbd35590cab66aafc845,9
f7478fa0f7594b5dcf39203b601351d7e729d6ae,1
e4b273f6c1148e6366b54098f770c1566d2c38ba,2
3defafa3ea9cfe123bb303b6a7baf3638d166a03,2
1ba4bc19abf0aafae4f49366c37954722ad5e479,10
4875d6f81e236ea409ef54c529070ba71a7e7fe6,4
988bc19a0aa4f6b261d50e0eda21fff8af4085bd,19
bc57a906c4ba396ad8ca6529adaa416c0316849f,2
e5cf6e5ba19a5ae848a7c8e964f93c4d83aea468,1
84559c16f1a1aeff192aeea649f67a5c1b2c0632,5
264d8453b05b8c8b00a5dc5634e11fe57037f4a8,1
cf7014146a4e6d8deef642fb12d1947ebb12d5b6,16
273dd7a0ed447622d2c93fb5613d635b2236bc40,3
1db243e0391f7cb4a2a48fdadb75a7e23692a944,1
6a765c14a45e3a527c647a5148b0d1a88198161a,1
34ae9b49dd033bf3bc1f8b9180c32a82cdc72a01,1
0615d9bf5139b9c72be2b3ace5ed684515d542d7,1
474bcba8f78c441ae162486cc57bd2ed733e798a,1
9b069c9a40d02fc635e1fed54f75eb2778c325d4,2
5a68c3d6ac98cb33af1d559dccd98d9803b2558e,13
66fc58ea34201955c64ad8156def9e85ceb03e11,2
c466ef556369b91d6343f4131ae9fcb2357e2b4e,1
0b8ba81c9d7b1193e223ed0c7f48a08f077cf3a6,3
83ffa9b46481b6ded289afea1232df0e411cd741,2
31718ddc72a5a74933d07c724e131e70f580599f,1
8d0e916a913ced9a724530380999a54ad8ec1014,4
920d3221f3df2ac70506b19c4292d4df23da79f2,4
bd6537f696957aa66f3cc16b1c47418b81008dea,3
8d197248aabfb83d49086ccc4c062b83722c462b,1
9ab50f27d4201db9b28483ba83c48ebafbb2aa17,1
b644d3ed3cd89d84d23d69768ca43301284eefc2,2
6b3c456f82c3a083ff894460b2e319c77a25d445,56
c646846191ac2b3e7329c19abb486f57b77c0b31,3
1b31a6d37315322af960060951bf65da67441140,1
ebd44eb1031d69112cd08933e62a35d30148b0bf,4
d2c34626f05671cb66011476cf75b008aa04437a,4
4320ca145529028408fc67e9dc6931a633c17f80,1
7a1457ee28520b54e53818ab51019bd8a5c28629,2
3f15fadf27d706b838ef1030d29358175a69808f,16
938de5935457b8bbf16503d203af29ba1c8664dc,8
410a4580f8bebc7e1294b2af7aa18dee5bdd114c,14
597110017e33685e6f0f4e51a8eb575d3b00fb96,4
eda60a94fb0f2e7e70d50f1f39e7932d03ea9d74,3
20542cc7f82356bcb75871ecb1e6723b3046cd33,9
a64a84ca6ecf91b177d200e9a579cec8e4c51b68,1
0dbb1538bbba936d7f00c9e149f8a91ad5a9458b,27
32b824bd1585462426dec9a7c7fee20f4048492c,1
ee6663e1e2c3c916d3160d19cf81d89c11885415,1
d4387f9bc7eeac1749296290fad0e8ef792d4105,7
70c75fbd6126ec9c0ccf7b1cbacb04a07bf0ab80,21
144d547c0e8d521835331c7c4bbdedefadbc8502,1
22eb1a3a9cdd7cf36451709828f2a0734f5bce44,15
5be595453d31fe65aa729da2dee07671328ca6a2,1
82d039613fb027479583719804b115a0470f577c,2
b3177893e7bbc36b11d195440e0691f005b46642,1
fe3ce11b6c894f45cf771825ff48bf1d78f6636f,65
8981df05f454d15cd03033464149d28fac5bfae8,66
b9d6ce2cecebc3e122f72bf9a07d1c0c7f2188d0,5
caf23b197ebf332adee797bc288dfea1a6423bd0,1
41268a22440dd28b916e38ec7eb2bd6eead86367,14
ba5dd97a8e67c85e87a7f70a2c02282d23a9f002,2
8b0312710a140e09b12b36a149f85f373f92fd73,11
8cdc5b8ea00fb660f9bd53166d86e45d86863b29,3
74baae01255f6a30777fb57fc19d593e9e517251,6
85b802be101342b84260dd5701fcd2d144de1e1f,1
1bad076df1672b7207531a93e1f48dfb92eeef66,4
