NA,4402
b1bbcd4a4047deee60667e368373cc8c9233a743,1272
32b6ecffbe885f8940a8da79384ddb6ad8acb6b8,561
320d1a474a0dece4a7fac9136406fd6d63d62ec5,466
8705925d7a97b3324f93ecad8a7d2370ea0584a7,395
5194f977416087ffc029726e6b47ddf0603ad700,286
5fdf6d0a70b90cddb2d146e63e1132c010f6852b,285
2b14d2fe88e953e31a8ba2d472528acdaf9dfbbc,279
1db64c1ad6a634f720ee336c9385bf1adb8eda5c,223
f8cf9e2977b6e5b4ecb434eef036c6cd9cc77682,217
86e17de44e32aaeaa09d30180f7f0c2408bf2e0d,209
59cbe6f5f2484efdf180905d48602e5974f459e5,151
9691d4d1cf895f115c14dfc5c9f35e86c787222e,149
af31b105dc1b7d25c0cc8d6b7bd57e04aaff176f,149
ab4ae8cbd87f7c11c82399ea9fb2ed7eee79842a,148
404d13b968ec7675ba4d62662a5bb77ad0924392,143
5b534969910f89ee0ddffec5b8f9bafc61fad7b7,142
ff51a84233701e6a1d18f70acf4b3f909e4c6a09,130
8948a00b9d8adeaa15660787bc2ab7560822cc3f,126
05b6fb7d209486b61df63e6979bb8c848d3e172c,124
1c5069b9e7ece6476c06ad399983bc990e86d861,124
77fccbb4ae38c61d3490f55986b4d7c5390f45ec,119
6a9bfa28f1329af4b99c211d0f4967449d9b265a,117
33504b34bd3ea903be6ef716b4093dba5bfebe0a,112
348a95648f4a0ffcb2bec410d40bb0df489191bf,110
bdd90b268d28d377036033b47a5004467d9b817a,107
f73d8d9c8d53129d2823311c07f3d27124e9cb90,99
4203a0e802dc00ea5c17196ccee4e1773df33523,96
ca0b25ec7208901a9f76df81378e2208d669fcaa,92
fc8ff1783a5e7e3c6fcd6d59a50ce9ef5d993dcb,92
92d699aa2cfd26218dd1ff9d60ba5e83172baf58,82
bae5782d1428a5ef2be8c5d2c199255c03c36268,80
c978fa41186ca3708e6b8debbc0a167eded8ef2f,79
befbee256fdc26b0429de6711c03f9bfbc81186d,76
45dd2f35c3170cfe58f310d7f801d98bab0da6d5,70
c2409a902f0a72182d5698ee4ab4943663274071,69
fa0752e4c8286568fc9e7f05d0cb5cfb70144aac,68
80164c6d5171eee315caac435c396f0a0ff79168,66
feee1c35bab7b1fd70126fa8379f697ab347c1c8,65
f302937c164b8f7a0538cdaf509e72fa83c7fb65,63
b373848e80f1b39b92ad983e075eb5c2297f9d45,61
bb9c98d0db307921627153afcbf9940027f01844,60
02f919145acd5795f2be3b610280992c94482221,58
eea78d30f64abdc81f05efb5c5c0c2e8d7030c97,57
07134d59e417ca47eede1301f40e30f173cafa4a,57
1d26696baeccc925500e54510fb069b9989e44e2,57
a3d7c7901af8de30fe05a40e1e837b3098c5355a,56
b61fec168ed17a68b4449302bdde74c9722263d5,56
ca41335224c89a0d0d88a591c7d02c69faf1196b,55
3b8d048e0a17bc6cb5d2e3416595440f7bf1ae1a,53
75d9c4e90a28071a9b2ff1a4d119221ce4f6925a,51
7b63b31d5eabc0ab4879e7f9437d9052adbb8c92,51
dcc323febe909f5824efdbe9d9fceacf0e578c41,50
dd3e79c82a0858785c4e50d4e6bd01bf3e93e57e,50
facb43becf1f0752e3c74027320e7c3a1f895988,49
b840be61564bc1ea5c261ec01c2e3b53cd0bae6a,48
70981cbf1cd29f37585ddfe8162c7c6a4cb2610c,46
1f49a3b19b8e849708a3d590b6ed39e823f24803,46
fa5d06dadf3d9907edf4090befeea14e834e145f,44
c208d0737ec63c6cbf3e8eef100cea1c2ae6f973,43
c59cad3cece256902ab6a2faaf2d83be0278a4ea,43
2564e967be1e25feb66ce2c05d16ac8c140e3643,43
cae2198112cae9912bc93fb271a83ed14a4e2445,42
5f2154a0becae92767fb60fb6ee0e11ee0941b9c,42
59c6b39007585bcec42133dd3f891162282971f9,41
583e41d0e2fd73f08813747a564887e65bc83956,39
28d55bb1c9f13c57f26d648c78de307590744c8c,39
60f20c0067561d857c1a1598804d24ce8261f62f,38
ea2109327b8d23a2e54b919c4a225084ddd7d939,38
835e2ad13a6bc376c5b59b3076926f4c294a58ce,38
760f58705552d42fa8c3be5ba34377556f07fb33,36
e47fa810d1b3d9300be210a2b4cdb48d2ddb7421,36
4a7319873e422fcdfee78c3da9325fa348821072,36
97b99399fb7acfb00c42703a016bbc4bf6b58ea8,34
0065e8d947284cbfa52096b7f1ec4c24d8f469b5,34
e878b1ead6314fcffb381c41067b2fcf539bb8e5,34
24d7fd39508cfe84870211bf8cab897baeb62c7f,32
28ed1542a070bae77c9f2a76604e906dafccedff,32
5fd403fd0792af23c43dc01cba37dd6fe9571995,31
8779811a99d123d6edf38ee2a689cc7ace1ed2e7,30
ee401e9fe28f5bfb775586e60e771eab4f5fa4ee,29
bc4de869439dbf929ab464ee677408dfb7b3bd94,29
36218b7839ff679a4e83307d68e7547bbd3eb31f,29
09bee44baa9aa10df71d74b2cfd1c8c702fe9e4a,28
0f7edcf8991a8bdb0c9da2b6a02806d14499112e,27
b383b54319492255ea407ecd9ce487a953557320,27
048d0e6eefa8b1b9312fda5f37f5f12ea505e937,27
7b4f5b6b8cc03cbad425e005cd90a557be362785,26
